rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,category,aesthetic_score,is_disruptive,phase
5,Faux Locks,False locks was easy to install. Hair is very soft and not at all itchy. Locks are very long and is actually 24 inches. Locks reaches my buttocks. Very light weight locks. Easy to adorn with hair accessories.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/710fnyHUtoL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/710fnyHUtoL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/710fnyHUtoL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08CMHFXJN,B08CMHFXJN,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-10-23 00:21:26.980,0,False,All Beauty,0.5162958546,False,Congruence
5,Headband Wig,This headband wig is very pretty. The hair looks very natural. I added product to help the hair shine. I had to stretch the wig out to help it fit securely and reinforce with hair pins. This wig can be wore with the provided headbands or without. Or different headbands.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/8114lzFPWkL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/8114lzFPWkL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/8114lzFPWkL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Q-ZRvHrVL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Q-ZRvHrVL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Q-ZRvHrVL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81sZ-1aQjkL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81sZ-1aQjkL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81sZ-1aQjkL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08KDPHDCW,B08KDPHDCW,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-10-26 01:30:59.103,4,False,All Beauty,0.5806371034000001,False,Congruence
3,Brazilian Hair,Hair is very thin but great quality. Will not get the look advertised unless you purchase multiple kits. Also hair is not good for wig making wig was very very thin.,[],B07NY5WNWW,B07NY5WNWW,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-10-30 02:22:09.845,0,False,All Beauty,0.4930625094,False,Congruence
5,Headband Wig,Big beautiful hair. Headband wig has a velcro securing strap to help wig fit perfectly on head. Wig also has combs as a extra securing measures. Human hair and I was able to tease the wig to an almost afro. Hair also can handle heat very well.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61D6fSl3mTL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61D6fSl3mTL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61D6fSl3mTL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08KFDGCBJ,B08KFDGCBJ,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-10-30 02:38:09.160,0,False,All Beauty,0.5251927927,False,Congruence
5,Eyelash Growth Serum,I started using this product its so lightweight I didn't know anything was in the tube. But apparently the serum is clear and I applied it once a day. Will post an update soon.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81dd2482d6L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81dd2482d6L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81dd2482d6L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/912N8QvTBeL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/912N8QvTBeL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/912N8QvTBeL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08J7R5HHX,B08J7R5HHX,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-11-19 18:53:04.397,0,False,All Beauty,0.6238366092000001,True,Congruence
3,Pore Vacuum,"I used pore vacuum was not able to determine a difference. However, the device has plenty of suction. The suction can be intense. Must keep moving product to prevent bruises. Continuous movement can also account for not seeing a difference.",[],B07J29S37G,B07J29S37G,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-12-01 13:56:02.011,0,False,All Beauty,0.4115340048,False,Congruence
5,Faux Dreads,"Faux dreads are perfect for individual braids install. This dread is larger and my hair was easily concealed inside the dreads. In addition I was able to use rollers on hair to add curls. Whats so great about these dreads is they look natural and can achieve a monkey braid updo with dreads. Really Good Synthetic Hair,a","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91KW7s7yKsL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91KW7s7yKsL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91KW7s7yKsL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08689TKXQ,B08689TKXQ,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-12-02 17:01:38.949,0,False,All Beauty,0.4879397158,False,Congruence
5,Bob Lace Front,Human hair Bob wig is a very soft natural look and feel wig. Wig stands up to heat. In addition to is a lace front which blends wig perfect at the hairine. The part in the wig can be plucked more for a more natural look.,[],B08NFBSK2Q,B08NFBSK2Q,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-12-09 12:24:53.294,3,False,All Beauty,0.5131598015000001,False,Congruence
5,Bobby pins,Bobby pins secures down my hair while blending in with my hair. I received 3 different natural tones Bobby pins. Works as expected.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91DO62z4kxL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91DO62z4kxL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91DO62z4kxL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B087PJ121M,B087PJ121M,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-12-10 01:50:47.867,0,False,All Beauty,0.6111867188,True,Congruence
5,Hair Bows,These bottle cap bows are the cutest. The colors are vibrant. The bow is well crafted. Easy to clip into hair.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91Szg2Eq4FL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91Szg2Eq4FL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91Szg2Eq4FL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08K7MKKT2,B08K7MKKT2,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-12-10 23:11:21.760,0,False,All Beauty,0.5368149172000001,False,Congruence
2,Frizzy Hair,Wig feels like braiding hair. Hair is big and looks like a lion. Not the look for me.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Sq+mM3WIL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Sq+mM3WIL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Sq+mM3WIL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71+ZVQJpiuL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71+ZVQJpiuL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71+ZVQJpiuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08NGP9QF5,B08NGP9QF5,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-12-12 11:30:01.576,1,False,All Beauty,0.4437212843,False,Congruence
4,Invisible Part Wig,Wig hair is thin but the hair is quality. The part in the wig looks a little bulky. The part is definitely not seamless. Its the invisible part that makes wig look like a wig. Wig is just okay.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61HRJeHXmNL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61HRJeHXmNL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61HRJeHXmNL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61pFW86T9zL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61pFW86T9zL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61pFW86T9zL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61xy67c7pGL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61xy67c7pGL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61xy67c7pGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08MF6B9HH,B08MF6B9HH,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-12-12 11:34:06.602,11,False,All Beauty,0.5311736451,False,Congruence
5,Braiding Hair,Braiding hair is easy to work with. Does not tangle. Comes with 6 packs of hair which can complete an entire head. Braiding hair is ombre color and is blended perfectly.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Dc2glc5vL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Dc2glc5vL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Dc2glc5vL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08DKFV9SR,B08DKFV9SR,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-12-12 11:54:09.555,0,False,All Beauty,0.48029135110000004,False,Congruence
5,Gold  Jewel Headband,My daughter absolutely loves this headband. Jeweled headbands are all the rave right now. This headband is cushioned and adjustable. Jewels stay put and do not fall off. The bling on headband is very noticeable. Very dainty and more than what was expected.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/41XrHcyimuL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/41XrHcyimuL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/41XrHcyimuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08J3ZXMY7,B08J3ZXMY7,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2020-12-22 12:32:27.293,0,False,All Beauty,0.5656497117,False,Congruence
5,Human Hair Extensions,Hair is perfect for wig making. Hair is quality and does not tangle. One bundle by itself is thin once all bundle is blended together hair is thick and ready to be cut into a style. Hair can tolerate high heat. Hair is silky sexy.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91+MV-RI0lL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91+MV-RI0lL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91+MV-RI0lL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08QFGV5ZQ,B08QFGV5ZQ,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-01-03 00:11:35.631,2,False,All Beauty,0.5116521947,False,Congruence
4,Pink Jeweled Headband,Headband is beautiful and very feminine. The only problem is the lining of the Headband has to be reinforced with a hot glue gun. Lining was literally lifting up and about to fall off. Once lining was glued down headband was beautiful. The beading is intricately sewn together. Headband is fit for a princess.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81C9FJISYeL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81C9FJISYeL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81C9FJISYeL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1ndLyJwBXL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1ndLyJwBXL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1ndLyJwBXL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08HQSK576,B08HQSK576,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-01-03 00:15:05.389,0,False,All Beauty,0.5372612957,False,Congruence
2,Headband Wig,Wig is short and nappy. When I brushed the wig it made the naps worse. Maybe if wig was longer it would look better. Not a fan of wig.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/916ldD0HyrL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/916ldD0HyrL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/916ldD0HyrL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91EOvT7qscL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91EOvT7qscL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91EOvT7qscL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08M5Z1PL3,B08M5Z1PL3,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-01-05 00:21:25.405,0,False,All Beauty,0.4230761938,False,Congruence
1,Thin Wig,Wig has bald spots and I looked worse in the wig than I did without the wig. Hair is extremely kinky.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/41qt+4Pvu3L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/41qt+4Pvu3L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/41qt+4Pvu3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/511yAD9du8L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/511yAD9du8L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/511yAD9du8L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51llJqVvdYL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51llJqVvdYL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51llJqVvdYL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08KT28M6Z,B08KT28M6Z,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-01-09 18:34:21.139,8,False,All Beauty,0.4708460078,False,Congruence
5,Eye Pads,Eye pads reduce puffiness after a long night. This product can be kept in the fridge but not required. However cold eye patches on eye is a God send. I really like product. Results are visible.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/711fPHIxNQL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/711fPHIxNQL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/711fPHIxNQL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81YUVnbaCVL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81YUVnbaCVL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81YUVnbaCVL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81pUYi0DOGL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81pUYi0DOGL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81pUYi0DOGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08KWN77LW,B08KWN77LW,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-01-30 04:48:09.300,0,False,All Beauty,0.5032813328,False,Congruence
4,Human Hair Wig,"Wig does not have an consistent wave pattern. However, coma wig is nice. Wig is full and can withstand heat heat. Wig is human hair and the quality of the hair is very good.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81CfCEDnZlL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81CfCEDnZlL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81CfCEDnZlL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81qBZXAUJyL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81qBZXAUJyL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81qBZXAUJyL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08T1TTXV2,B08T1TTXV2,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-01-31 17:43:32.001,0,False,All Beauty,0.4633058517,False,Congruence
5,Jeweled Headband,Jeweled headbands are all the rave. The headband is made of a satin like fiber and the are glued on. Headband is quality. Very feminine Sunday Brunch look.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Gx5qWHtIL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Gx5qWHtIL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Gx5qWHtIL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B086Q2J3F2,B086Q2J3F2,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-02-04 23:06:18.579,0,False,All Beauty,0.5939648657000001,False,Congruence
2,U Part Wig,U Part wig very thin and flimsy. Wig looks thiner than natural hair. This is not the look I want.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81BQkzIHopL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81BQkzIHopL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81BQkzIHopL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81vuOFSRL7L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81vuOFSRL7L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81vuOFSRL7L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08K93F4R4,B08K93F4R4,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-02-13 10:07:37.659,1,False,All Beauty,0.4928676192,False,Congruence
4,Wavy Wig,Lace front wig looks natural. As well as have a wet and wavy look. Wig is thin and is not as long as pictured. Over all I am happy with wig.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81jMd6CiSeL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81jMd6CiSeL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81jMd6CiSeL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91DCKgcovKL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91DCKgcovKL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91DCKgcovKL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91fTyx3NCUL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91fTyx3NCUL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91fTyx3NCUL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91m1IUBy5tL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91m1IUBy5tL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91m1IUBy5tL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08LG68MGH,B08LG68MGH,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-02-14 22:37:55.722,0,False,All Beauty,0.5921892395,False,Congruence
4,Blonde Wig,Blonde human hair wig is dry. Hair oil is needed to bring wig to life. The back of the wig wavy pattern is good and has a good density. The sides of the wig is thin. Wig is just fair.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/915a3mU6bjL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/915a3mU6bjL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/915a3mU6bjL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91wjuNzWGlL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91wjuNzWGlL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91wjuNzWGlL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08TGFL5W6,B08TGFL5W6,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-02-22 17:22:49.134,0,False,All Beauty,0.49446051620000003,False,Congruence
5,Lip Scrub,Great product for kids. Product does scrub away small dead skin on lips. Thicker flaking skin will not be removed with this product.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71HTYlI2lUL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71HTYlI2lUL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71HTYlI2lUL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71p-eYrVaNL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71p-eYrVaNL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71p-eYrVaNL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81DvV1XUtQL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81DvV1XUtQL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81DvV1XUtQL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81OvhMkemBL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81OvhMkemBL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81OvhMkemBL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08RQZ3F3L,B08RQZ3F3L,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-02-22 17:26:08.954,0,False,All Beauty,0.4689425125,False,Congruence
4,Kinky Curly Wig,The front and the sides of the wig is very thin. The back of the wig is full and has body and texture. I took 1 star away for this reason. Over all wig is good.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81W42FLDJUL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81W42FLDJUL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81W42FLDJUL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91GwjrQ1ZbL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91GwjrQ1ZbL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91GwjrQ1ZbL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91UPZaJLrvL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91UPZaJLrvL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91UPZaJLrvL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91hmkCsxZNL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91hmkCsxZNL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91hmkCsxZNL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08R3JV4DP,B08R3JV4DP,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-03-09 13:31:12.475,3,True,All Beauty,0.5121097464000001,False,Congruence
1,Headband Wig,Wig is cheaply made and slides off head. Wig has no combs and there is no way to secure Wig.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91MxXjNk9eL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91MxXjNk9eL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91MxXjNk9eL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08VD9Q2D3,B08VD9Q2D3,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-03-31 11:53:38.772,0,False,All Beauty,0.3657490702,False,Congruence
5,Synthetic Wig,"I turned this synthetic wig with bangs into a headband wig. Hair is synthetic and the max life of wig is about 2 weeks. However, with a little creativity life can be extended so there is not so much wear and tear on wig. Hair quality is okay. Wig is easily tangled.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/611fDy8zAmL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/611fDy8zAmL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/611fDy8zAmL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61LkSgSziwL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61LkSgSziwL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61LkSgSziwL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61mUlHiK7vL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61mUlHiK7vL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61mUlHiK7vL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08S2LYN64,B08S2LYN64,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-03-31 12:08:11.769,0,False,All Beauty,0.49391920440000003,False,Congruence
5,Wig,"Wig fits as expected. However wig has no combs to secure wig and wig slides back. However l, wig covers entire head.",[],B08N19WK3Y,B08N19WK3Y,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-04-08 12:11:25.153,1,False,All Beauty,0.48285590840000003,False,Congruence
5,Jade Roller,Easy to use jade roller is said to reduce puffiness. Did see a difference but roller does feel good on my face. I use for facial massage.,[],B08PNTTCY4,B08PNTTCY4,AEJU3Z6HDAERETMYI2CXBQVPPDFA,2021-04-22 16:08:28.531,0,False,All Beauty,0.514157147,False,Congruence
